id_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1357472,575000.0,44.0,BD BARBES,75018.0,62.0,3.0,2.350079,48.887019
2022-1357473,715600.0,37.0,RUE DES ABBESSES,75018.0,63.0,2.0,2.336755,48.884983
2022-1357474,200000.0,9.0,RUE DU CLOS,75020.0,21.0,1.0,2.40613,48.85691
2022-1357475,355000.0,34.0,RUE DU DOCTEUR HEULIN,75017.0,32.0,3.0,2.324217,48.890598
2022-1357476,783000.0,13.0,RUE CHARLES FRIEDEL,75020.0,89.0,4.0,2.395521,48.873221
2022-1357477,669000.0,10.0,RUE BELGRAND,75020.0,60.0,3.0,2.400445,48.864593
2022-1357478,1176500.0,34.0,RUE DES VINAIGRIERS,75010.0,80.0,4.0,2.362317,48.873464
2022-1357479,752200.0,50.0,RUE BICHAT,75010.0,61.0,3.0,2.364497,48.874157
2022-1357480,190000.0,55.0,RUE DES PETITES ECURIES,75010.0,22.0,1.0,2.348769,48.873657
2022-1357481,891000.0,58.0,RUE DES MARTYRS,75009.0,70.0,3.0,2.340665,48.880249
2022-1357482,158000.0,230.0,RUE MARCADET,75018.0,17.0,2.0,2.33174,48.892372
2022-1357483,240000.0,9.0,AV TAILLADE,75020.0,32.0,1.0,2.394148,48.874204
2022-1357484,190000.0,10.0,RUE BOUCRY,75018.0,23.0,2.0,2.36233,48.893971
2022-1357486,431320.0,65.0,RUE SAINTE-ANNE,75002.0,25.0,2.0,2.336057,48.868327
2022-1357487,270000.0,43.0,RUE POUCHET,75017.0,28.0,2.0,2.319904,48.893838
2022-1357488,105000.0,131.0,AV DE CLICHY,75017.0,19.0,1.0,2.319664,48.890539
2022-1357490,915720.0,16.0,RUE DAMREMONT,75018.0,90.0,4.0,2.333145,48.888143
2022-1357491,946350.0,7.0,RUE DE NAPLES,75008.0,110.0,6.0,2.320452,48.879679
2022-1357494,340000.0,6.0,QUAI DES CELESTINS,75004.0,27.0,1.0,2.361773,48.852085
2022-1357495,186000.0,171.0,RUE MARCADET,75018.0,18.0,1.0,2.336174,48.891288
2022-1357496,329000.0,98.0,RUE DE LA CHAPELLE,75018.0,64.0,3.0,2.360047,48.897635
2022-1357497,192500.0,72.0,RUE DE LA VILLETTE,75019.0,19.0,1.0,2.388392,48.878171
2022-1357498,208860.0,104.0,AV DES TERNES,75017.0,19.0,1.0,2.286144,48.880888
2022-1357499,461468.0,25.0,RUE SAINT-DENIS,75001.0,35.0,1.0,2.347794,48.859666
2022-1357500,192170.0,47.0,RUE NOTRE-DAME DE NAZARETH,75003.0,16.0,1.0,2.357042,48.867472
2022-1357502,285000.0,5.0,RUE CHARLES ROBIN,75010.0,32.0,2.0,2.369781,48.877162
2022-1357504,420000.0,31.0,RUE BOURET,75019.0,38.0,2.0,2.372554,48.882041
2022-1357506,310000.0,28.0,RUE DE RIVOLI,75004.0,28.0,1.0,2.357887,48.856168
2022-1357507,167000.0,20.0,RUE MANIN,75019.0,14.0,1.0,2.387554,48.882675
2022-1357508,150000.0,12.0,VLA PAUL VERLAINE,75019.0,17.0,1.0,2.389469,48.881634
2022-1357509,1971000.0,4.0,AV STEPHANE MALLARME,75017.0,204.0,6.0,2.292839,48.886786
2022-1357512,745000.0,86.0,RUE TRUFFAUT,75017.0,56.0,2.0,2.318947,48.887639
2022-1357513,482000.0,91.0,RUE VILLIERS ISLE ADAM,75020.0,71.0,2.0,2.398288,48.868876
2022-1357515,180000.0,15.0,RUE LABAT,75018.0,20.0,2.0,2.350498,48.889701
2022-1357517,452000.0,21.0,BD DES BATIGNOLLES,75008.0,42.0,3.0,2.325099,48.882599
2022-1357518,530540.0,17.0,RUE DES ACACIAS,75017.0,47.0,2.0,2.291169,48.877072
2022-1357519,654200.0,2.0,RUE FOURCROY,75017.0,35.0,2.0,2.295298,48.879727
2022-1357520,320000.0,114.0,RUE D AVRON,75020.0,30.0,2.0,2.407307,48.852719
2022-1357521,140600.0,19.0,RUE LAMBERT,75018.0,12.0,1.0,2.345241,48.888841
2022-1357522,270000.0,35.0,RUE BELLIARD,75018.0,32.0,1.0,2.347403,48.897608
2022-1357524,626600.0,26.0,AV MONTAIGNE,75008.0,19.0,1.0,2.305875,48.8664
2022-1357525,1122000.0,39.0,RUE DE RIVOLI,75004.0,73.0,4.0,2.349775,48.857805
2022-1357526,463500.0,123.0,RUE DE TURENNE,75003.0,37.0,2.0,2.364372,48.863766
2022-1357527,472700.0,80.0,RUE D HAUTPOUL,75019.0,41.0,2.0,2.386745,48.8866
2022-1357528,615000.0,6.0,VC J 20,75020.0,73.0,4.0,2.402724,48.873186
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,59.0,3.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,36.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,58.0,3.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,38.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,36.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,36.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,36.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,38.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,38.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,58.0,3.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,36.0,2.0,2.333054,48.886695
2022-1357529,2400000.0,12.0,RUE CAULAINCOURT,75018.0,58.0,3.0,2.333054,48.886695
2022-1357531,674000.0,42.0,RUE ALPHONSE PENAUD,75020.0,64.0,3.0,2.406479,48.868956
2022-1357533,449000.0,67.0,PL DU DR F. LOBLIGEOIS,75017.0,28.0,2.0,2.318291,48.886246
2022-1357534,485000.0,52.0,RUE CHAPON,75003.0,62.0,2.0,2.354016,48.864192
2022-1357535,1295000.0,24.0,RUE DE L ETOILE,75017.0,106.0,5.0,2.29506,48.877741
2022-1357536,435000.0,11.0,RUE LANTIEZ,75017.0,45.0,2.0,2.322997,48.894304
2022-1357537,233885.0,27.0,RUE DU TERRAGE,75010.0,22.0,1.0,2.362237,48.877438
2022-1357538,2000.0,45.0,RUE MARX DORMOY,75018.0,34.0,2.0,2.359116,48.887721
2022-1357539,283000.0,9.0,RUE DELOUVAIN,75019.0,29.0,1.0,2.388334,48.875895
2022-1357540,237000.0,26.0,RUE DU CAPITAINE FERBER,75020.0,20.0,1.0,2.406275,48.865813
2022-1357541,780000.0,3.0,RUE DU PAS DE LA MULE,75004.0,60.0,2.0,2.367882,48.855599
2022-1357542,318000.0,47.0,RUE LABAT,75018.0,33.0,2.0,2.347743,48.888791
2022-1357543,371000.0,18.0,RUE JOUFFROY D'ABBANS,75017.0,37.0,2.0,2.310966,48.88662
2022-1357544,1546310.0,1.0,SQ VILLARET DE JOYEUSE,75017.0,118.0,3.0,2.290023,48.877229
2022-1357546,305000.0,3.0,RUE DEVERIA,75020.0,59.0,3.0,2.398442,48.872128
2022-1357547,1067093.9,8.0,PAS PENEL,75018.0,110.0,3.0,2.342252,48.896168
2022-1357548,340000.0,11.0,VLA COMPOINT,75017.0,30.0,2.0,2.324847,48.891999
2022-1357549,677000.0,38.0,BD DE CHARONNE,75020.0,60.0,3.0,2.399003,48.851021
2022-1357553,305000.0,5.0,RUE THOREL,75002.0,21.0,1.0,2.348778,48.869484
2022-1357554,900000.0,127.0,RUE VIEILLE DU TEMPLE,75003.0,65.0,3.0,2.363533,48.86155
2022-1357555,1703110.0,158.0,RUE DU TEMPLE,75003.0,106.0,4.0,2.360644,48.865234
2022-1357556,420000.0,73.0,AV DE SAINT-OUEN,75017.0,43.0,3.0,2.326861,48.892319
2022-1357558,1880250.0,59.0,BD DES BATIGNOLLES,75008.0,135.0,5.0,2.317904,48.881255
2022-1357560,620000.0,56.0,RUE BOTZARIS,75019.0,65.0,3.0,2.384969,48.879243
2022-1357562,2500.0,151.0,RUE DE BELLEVILLE,75019.0,25.0,2.0,2.3905,48.875847
2022-1357563,675000.0,10.0,RUE DE MIROMESNIL,75008.0,80.0,4.0,2.316345,48.872074
2022-1357563,675000.0,10.0,RUE DE MIROMESNIL,75008.0,12.0,1.0,2.316345,48.872074
2022-1357564,2000.0,116.0,RUE DE TOCQUEVILLE,75017.0,24.0,2.0,2.307272,48.888134
2022-1357565,649065.0,5.0,PAS DES MARAIS,75010.0,62.0,3.0,2.36137,48.871764
2022-1357566,460000.0,89.0,RUE LEMERCIER,75017.0,35.0,2.0,2.319718,48.888653
2022-1357567,1095000.0,7.0,AV MATIGNON,75008.0,48.0,2.0,2.311459,48.869955
2022-1357568,300000.0,73.0,RUE DES PRAIRIES,75020.0,34.0,2.0,2.400965,48.86345
2022-1357570,388000.0,69.0,RUE LABAT,75018.0,43.0,2.0,2.345945,48.888683
2022-1357571,367000.0,15.0,RUE JACQUES KABLE,75018.0,40.0,3.0,2.361602,48.885976
2022-1357572,255000.0,65.0,RUE DE MEAUX,75019.0,26.0,1.0,2.374095,48.882219
2022-1357573,384360.0,63.0,RUE DE CLERY,75002.0,33.0,2.0,2.349471,48.869133
2022-1357574,141000.0,9.0,RUE CAPRON,75018.0,17.0,1.0,2.327708,48.885258
2022-1357575,748000.0,118.0,RUE D ABOUKIR,75002.0,61.0,3.0,2.350606,48.868717
2022-1357576,228000.0,20.0,RUE ARTHUR GROUSSIER,75010.0,25.0,2.0,2.371424,48.872103
2022-1357577,172000.0,10.0,RUE PRADIER,75019.0,18.0,1.0,2.381777,48.875121
2022-1357578,227000.0,64.0,BD DE MAGENTA,75010.0,22.0,1.0,2.358242,48.874204
2022-1357579,340000.0,21.0,RUE MONTORGUEIL,75001.0,29.0,2.0,2.346267,48.864031
2022-1357580,880000.0,12.0,RUE DES APENNINS,75017.0,86.0,4.0,2.321993,48.890426
2022-1357581,344000.0,43.0,RUE POUCHET,75017.0,28.0,2.0,2.319904,48.893838
2022-1357582,360000.0,138.0,RUE DE TOCQUEVILLE,75017.0,30.0,2.0,2.305546,48.889275
2022-1357583,222000.0,60.0,RUE DU FBG SAINT DENIS,75010.0,20.0,1.0,2.354713,48.87229
2022-1357585,625000.0,28.0,RUE DES PRAIRIES,75020.0,58.0,3.0,2.403887,48.862796
2022-1357586,800000.0,7.0,QUAI DE L OISE,75019.0,87.0,4.0,2.381457,48.890078
2022-1357587,570000.0,25.0,RUE DE FONTARABIE,75020.0,69.0,3.0,2.401826,48.85838
2022-1357588,644000.0,1.0,PL ROBERT DESNOS,75010.0,71.0,3.0,2.368242,48.878191
2022-1357591,615000.0,37.0,RUE SAINT FARGEAU,75020.0,67.0,3.0,2.402683,48.872297
2022-1357592,653000.0,16.0,RUE SAINT FARGEAU,75020.0,82.0,4.0,2.401176,48.871034
2022-1357593,703250.0,11.0,RUE DE LA CHINE,75020.0,64.0,3.0,2.398909,48.866793
2022-1357594,480000.0,1.0,RUE TARDIEU,75018.0,37.0,2.0,2.342589,48.884029
2022-1357596,1312000.0,34.0,AV DES TERNES,75017.0,102.0,5.0,2.29392,48.879004
2022-1357597,348500.0,18.0,RUE EUGENE VARLIN,75010.0,30.0,2.0,2.363951,48.878938
2022-1357597,348500.0,18.0,RUE EUGENE VARLIN,75010.0,30.0,2.0,2.363951,48.878938
2022-1357598,500000.0,47.0,RUE NAVIER,75017.0,72.0,4.0,2.323961,48.895678
2022-1357599,292000.0,21.0,RUE DU FBG DU TEMPLE,75010.0,29.0,2.0,2.366028,48.86886
2022-1357600,95000.0,5.0,AV GAMBETTA,75020.0,8.0,1.0,2.389148,48.863529
2022-1357601,260000.0,70.0,RUE DES MOINES,75017.0,28.0,2.0,2.321518,48.890803
2022-1357602,504000.0,20.0,RUE LA BRUYERE,75009.0,42.0,2.0,2.335359,48.879464
2022-1357603,160000.0,37.0,RUE DES ENVIERGES,75020.0,18.0,1.0,2.388688,48.872814
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,34.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,36.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,36.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,30.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,33.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,25.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,46.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,34.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,36.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,30.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,33.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,25.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,46.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,34.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,36.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,30.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,33.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,25.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,46.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,8.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,9.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,13.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,30.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,36.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,34.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,51.0,3.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,25.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,33.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,30.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,34.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,23.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,21.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,17.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,25.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,33.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,58.0,3.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,6.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,27.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,9.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,8.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,7.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,12.0,2.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,19.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,15.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,21.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,8.0,1.0,2.334431,48.884737
2022-1357604,3445000.0,5.0,PAS LEPIC,75018.0,17.0,1.0,2.334431,48.884737
2022-1357605,455000.0,83.0,RUE DAMREMONT,75018.0,43.0,2.0,2.336038,48.893508
2022-1357606,875000.0,90.0,RUE DU FBG POISSONNIERE,75010.0,84.0,4.0,2.349549,48.877776
2022-1357607,320000.0,2.0,RUE BRISEMICHE,75004.0,32.0,2.0,2.351643,48.859183
2022-1357608,575000.0,39.0,RUE DU REPOS,75020.0,55.0,3.0,2.389861,48.859303
2022-1357609,300000.0,16.0,RUE SAINT GILLES,75003.0,127.0,5.0,2.366404,48.858043
2022-1357610,200000.0,38.0,RUE STEPHENSON,75018.0,27.0,1.0,2.356785,48.887573
2022-1357611,1830000.0,9.0,PL DES VOSGES,75004.0,60.0,2.0,2.363905,48.855173
2022-1357612,260000.0,19.0,RUE MARSOLLIER,75002.0,20.0,1.0,2.335033,48.868421
2022-1357614,240000.0,15.0,RUE EUGENE JUMIN,75019.0,30.0,2.0,2.392136,48.887217
2022-1357615,130700.0,5.0,RUE VERSIGNY,75018.0,12.0,1.0,2.34469,48.894297
2022-1357616,400000.0,5.0,AV CLAUDE VELLEFAUX,75010.0,47.0,3.0,2.370006,48.874673
2022-1357617,150000.0,1.0,BD DE MAGENTA,75010.0,12.0,2.0,2.361895,48.869359
2022-1357617,150000.0,1.0,BD DE MAGENTA,75010.0,6.0,1.0,2.361895,48.869359
2022-1357618,800000.0,5.0,RUE DE BRAQUE,75003.0,51.0,1.0,2.356601,48.860761
2022-1357619,544200.0,14.0,RUE JACQUEMONT,75017.0,44.0,3.0,2.322462,48.887967
2022-1357620,2269500.0,22.0,RUE FOURCROY,75017.0,120.0,5.0,2.298496,48.881092
2022-1357621,130000.0,20.0,RUE MYRHA,75018.0,22.0,1.0,2.354609,48.887429
2022-1357622,325880.0,87.0,RUE LEPIC,75018.0,28.0,2.0,2.337681,48.88727
2022-1357623,750000.0,16.0,RUE DE LA VERRERIE,75004.0,28.0,2.0,2.354966,48.857322
2022-1357623,750000.0,16.0,RUE DE LA VERRERIE,75004.0,23.0,2.0,2.354966,48.857322
2022-1357624,145000.0,47.0,RUE DES PETITES ECURIES,75010.0,10.0,1.0,2.349503,48.873636
2022-1357625,228571.0,175.0,RUE MARCADET,75018.0,26.0,1.0,2.335832,48.891325
2022-1357626,1180000.0,84.0,RUE DE BUZENVAL,75020.0,100.0,5.0,2.400378,48.853851
2022-1357627,370000.0,21.0,RUE COYSEVOX,75018.0,24.0,2.0,2.329673,48.891951
2022-1357628,331000.0,19.0,RUE COMMINES,75003.0,27.0,1.0,2.366355,48.862428
2022-1357629,2452194.0,8.0,RUE QUENTIN BAUCHART,75008.0,156.0,5.0,2.299963,48.868971
2022-1357630,3000000.0,40.0,CRS ALBERT 1ER,75008.0,150.0,4.0,2.304015,48.864962
2022-1357631,606500.0,34.0,RUE DE CLICHY,75009.0,60.0,2.0,2.330222,48.879325
2022-1357632,299000.0,20.0,RUE D ANNAM,75020.0,29.0,1.0,2.394715,48.867052
2022-1357633,190000.0,183.0,RUE DES PYRENEES,75020.0,16.0,1.0,2.400008,48.860926
2022-1357634,262600.0,6.0,SQ VILLARET DE JOYEUSE,75017.0,22.0,1.0,2.289207,48.877426
2022-1357635,320000.0,75.0,AV DE SAINT-OUEN,75017.0,29.0,3.0,2.326959,48.892442
2022-1357636,875000.0,1.0,AV RICHERAND,75010.0,71.0,3.0,2.365467,48.872022
2022-1357637,590000.0,119.0,RUE DES PYRENEES,75020.0,75.0,3.0,2.4036,48.856812
2022-1357638,732500.0,36.0,RUE SAUFFROY,75017.0,70.0,3.0,2.321723,48.892153
2022-1357639,1620000.0,7.0,RUE CHAPTAL,75009.0,43.0,4.0,2.334025,48.880482
2022-1357640,202000.0,102.0,RUE DUHESME,75018.0,38.0,2.0,2.346857,48.89607
2022-1357641,40000.0,74.0,RUE CONDORCET,75009.0,10.0,1.0,2.340839,48.880524
2022-1357642,225000.0,3.0,RUE NICOLET,75018.0,35.0,2.0,2.346597,48.888051
2022-1357643,690000.0,15.0,RUE JOSEPH DE MAISTRE,75018.0,47.0,3.0,2.333216,48.886108
2022-1357644,743100.0,60.0,RUE CUSTINE,75018.0,33.0,2.0,2.343539,48.889934
2022-1357645,116000.0,28.0,RUE BICHAT,75010.0,9.0,1.0,2.368658,48.87112
2022-1357646,175000.0,16.0,QUAI DE LA MARNE,75019.0,22.0,1.0,2.381972,48.889029
2022-1357647,50000.0,50.0,RUE GAUTHEY,75017.0,12.0,1.0,2.321908,48.893082
2022-1357648,193550.0,11.0,RUE DE LA CERISAIE,75004.0,13.0,1.0,2.366057,48.851529
2022-1357649,490000.0,17.0,RUE CAVENDISH,75019.0,56.0,2.0,2.379975,48.882767
2022-1357650,332000.0,42.0,RUE DE L ECHIQUIER,75010.0,29.0,2.0,2.348723,48.872023
2022-1357651,45000.0,93.0,RUE DE MAUBEUGE,75010.0,25.0,2.0,2.35309,48.881313
2022-1357652,250000.0,18.0,RUE DES CAPUCINES,75002.0,18.0,1.0,2.329201,48.869321
2022-1357654,263500.0,56.0,RUE SAUFFROY,75017.0,26.0,2.0,2.3223,48.8929
2022-1357656,180000.0,185.0,RUE DU FBG ST MARTIN,75010.0,12.0,1.0,2.362595,48.879375
2022-1357657,1634800.0,52.0,RUE LEMERCIER,75017.0,113.0,6.0,2.322057,48.887696
2022-1357658,361200.0,82.0,AV DE SAINT OUEN,75018.0,30.0,2.0,2.3276,48.892418
2022-1357659,800000.0,48.0,RUE DE L ERMITAGE,75020.0,93.0,5.0,2.393203,48.87189
2022-1357660,360000.0,7.0,RUE MANIN,75019.0,40.0,2.0,2.378438,48.876946
2022-1357661,183470.0,131.0,RUE MARCADET,75018.0,15.0,1.0,2.341,48.891101
2022-1357662,720000.0,112.0,BD MALESHERBES,75017.0,89.0,3.0,2.309756,48.884009
2022-1357663,258000.0,100.0,RUE ORFILA,75020.0,24.0,1.0,2.399905,48.867532
2022-1357664,799000.0,22.0,RUE FRANCOIS MIRON,75004.0,51.0,3.0,2.355892,48.855744
2022-1357666,525000.0,133.0,RUE DE ROME,75017.0,43.0,2.0,2.316759,48.885412
2022-1357668,532000.0,10.0,RUE PELOUZE,75008.0,47.0,2.0,2.317995,48.881202
2022-1357669,20000.0,10.0,PAS DES RECOLLETS,75010.0,31.0,2.0,2.360156,48.873931
2022-1357670,434000.0,18.0,RUE EUGENE SUE,75018.0,41.0,3.0,2.347166,48.890976
2022-1357671,940300.0,7.0,RUE SAINTE APOLLINE,75003.0,80.0,4.0,2.354382,48.868728
2022-1357672,177100.0,23.0,AV SECRETAN,75019.0,20.0,1.0,2.372487,48.88183
2022-1357673,860000.0,82.0,RUE LEGENDRE,75017.0,64.0,4.0,2.31927,48.88691
2022-1357675,255000.0,1.0,RUE AFFRE,75018.0,30.0,2.0,2.35566,48.885127
2022-1357678,586000.0,34.0,RUE MATHIS,75019.0,74.0,4.0,2.373717,48.891282
2022-1357679,98900.0,22.0,RUE DE L ECHIQUIER,75010.0,8.0,1.0,2.351178,48.871546
2022-1357680,378150.0,17.0,RUE DE LORRAINE,75019.0,42.0,2.0,2.383176,48.885522
2022-1357681,370000.0,44.0,RUE D ORSEL,75018.0,35.0,2.0,2.342454,48.883878
2022-1357683,575000.0,1.0,RUE DE MESSINE,75008.0,52.0,2.0,2.310572,48.876347
2022-1357685,670000.0,31.0,RUE DEBELLEYME,75003.0,63.0,2.0,2.363799,48.862506
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,95.0,4.0,2.348375,48.877283
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,96.0,2.0,2.348375,48.877283
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,115.0,4.0,2.348375,48.877283
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,128.0,5.0,2.348375,48.877283
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,25.0,2.0,2.348375,48.877283
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,94.0,4.0,2.348375,48.877283
2022-1357686,11250000.0,89.0,RUE LA FAYETTE,75009.0,32.0,1.0,2.348375,48.877283
2022-1357687,108000.0,66.0,RUE MARX DORMOY,75018.0,14.0,1.0,2.360232,48.889027
2022-1357688,132000.0,20.0,AV CLAUDE VELLEFAUX,75010.0,13.0,1.0,2.37039,48.873315
2022-1357689,520000.0,9.0,RUE GOUNOD,75017.0,42.0,2.0,2.30005,48.88364
2022-1357690,405000.0,54.0,RUE BEAUBOURG,75003.0,39.0,2.0,2.354665,48.862838
2022-1357691,11880.0,58.0,BD ROCHECHOUART,75018.0,30.0,2.0,2.344915,48.883361
2022-1357692,890000.0,53.0,RUE DU CAIRE,75002.0,80.0,3.0,2.348469,48.867994
2022-1357693,352000.0,93.0,RUE ORDENER,75018.0,19.0,1.0,2.347156,48.891796
2022-1357694,450000.0,39.0,RUE DU POTEAU,75018.0,102.0,4.0,2.341141,48.894094
2022-1357697,612100.0,133.0,RUE DE ROME,75017.0,52.0,3.0,2.316759,48.885412
2022-1357700,430000.0,5.0,RUE SALNEUVE,75017.0,40.0,2.0,2.314421,48.884768
2022-1357701,1066700.0,6.0,RUE MARIOTTE,75017.0,100.0,4.0,2.321241,48.884116
2022-1357702,575000.0,32.0,RUE POULET,75018.0,72.0,3.0,2.350854,48.887763
2022-1357703,95000.0,10.0,RUE POUCHET,75017.0,15.0,1.0,2.319295,48.892084
2022-1357704,420000.0,24.0,RUE HENRI POINCARE,75020.0,45.0,2.0,2.401585,48.870668
2022-1357705,745680.0,14.0,RUE JEAN JACQUES ROUSSEAU,75001.0,91.0,3.0,2.340707,48.862292
2022-1357706,600000.0,123.0,RUE DE CLIGNANCOURT,75018.0,65.0,3.0,2.348905,48.893497
2022-1357709,265000.0,6.0,RUE MANSART,75009.0,21.0,1.0,2.332651,48.882303
2022-1357711,1460000.0,121.0,RUE DE TURENNE,75003.0,107.0,5.0,2.364349,48.863637
2022-1357712,641800.0,24.0,RUE SAUSSIER LEROY,75017.0,50.0,2.0,2.295704,48.880324
2022-1357714,390600.0,171.0,AV JEAN JAURES,75019.0,46.0,2.0,2.387938,48.888002
2022-1357715,579000.0,11.0,RUE CHATEAUBRIAND,75008.0,44.0,2.0,2.301926,48.873003
2022-1357717,419832.0,21.0,RUE GUY MOQUET,75017.0,53.0,3.0,2.321668,48.891988
2022-1357718,815000.0,62.0,RUE BOTZARIS,75019.0,72.0,3.0,2.385514,48.879174
2022-1357719,390000.0,116.0,RUE DE BELLEVILLE,75020.0,44.0,2.0,2.388002,48.874378
2022-1357721,1085000.0,54.0,RUE DE LA VERRERIE,75004.0,80.0,3.0,2.352546,48.858355
2022-1357723,344000.0,3.0,RUE DE LAGNY,75020.0,28.0,2.0,2.399958,48.848943
2022-1357724,142500.0,37.0,RUE D HAUTEVILLE,75010.0,10.0,1.0,2.350202,48.873724
2022-1357726,161000.0,10.0,RUE GERANDO,75009.0,13.0,1.0,2.346111,48.882456
