id_mutation,type_local,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1365442,Appartement,649500.0,59.0,BD DE MAGENTA,75010.0,64.0,3.0,2.357702,48.873879
2022-1365444,Appartement,335000.0,6.0,PAS LATHUILLE,75018.0,32.0,2.0,2.327708,48.884569
2022-1365446,Appartement,1857000.0,9.0,RUE DES HALLES,75001.0,135.0,4.0,2.346493,48.85967
2022-1365457,Appartement,366000.0,59.0,BD DE COURCELLES,75008.0,31.0,1.0,2.302707,48.878781
2022-1365462,Appartement,370000.0,34.0,RUE DU CHATEAU D EAU,75010.0,42.0,2.0,2.359424,48.870814
2022-1365467,Appartement,300000.0,15.0,RUE DU LOUVRE,75001.0,28.0,2.0,2.341748,48.863545
2022-1365472,Appartement,75000.0,3.0,RUE LABIE,75017.0,10.0,1.0,2.289129,48.879355
2022-1365476,Appartement,415500.0,7.0,RUE DE PONTHIEU,75008.0,36.0,2.0,2.310586,48.870133
2022-1365477,Appartement,775000.0,3.0,RUE BEUDANT,75017.0,59.0,3.0,2.31926,48.882302
2022-1365484,Appartement,210000.0,40.0,RUE CHAMPIONNET,75018.0,28.0,2.0,2.348744,48.895779
2022-1365487,Appartement,160000.0,119.0,AV JEAN JAURES,75019.0,18.0,1.0,2.381755,48.886066
2022-1365500,Appartement,567000.0,3.0,RUE BACHAUMONT,75002.0,40.0,2.0,2.346523,48.865781
2022-1365503,Appartement,205630.0,50.0,RUE DU COLISEE,75008.0,16.0,1.0,2.311751,48.871857
2022-1365504,Appartement,761300.0,69.0,RUE SAUSSURE,75017.0,63.0,4.0,2.313647,48.885799
2022-1365506,Appartement,558200.0,97.0,AV JEAN JAURES,75019.0,75.0,2.0,2.38006,48.885729
2022-1365509,Appartement,425000.0,8.0,RUE SAINT PAUL,75004.0,30.0,2.0,2.36152,48.852969
2022-1365515,Appartement,190000.0,5.0,RUE CLAVEL,75019.0,18.0,1.0,2.384848,48.874343
2022-1365519,Appartement,370000.0,17.0,RUE DUPERRE,75009.0,42.0,2.0,2.33535,48.881849
2022-1365521,Appartement,310000.0,5.0,RUE ROBERT BLACHE,75010.0,29.0,1.0,2.36408,48.877359
2022-1365522,Appartement,296000.0,3.0,RUE DE L ISLY,75008.0,22.0,2.0,2.32618,48.874609
2022-1365523,Appartement,598000.0,17.0,RUE CHAMPIONNET,75018.0,63.0,4.0,2.350997,48.895115
2022-1365533,Appartement,2165000.0,20.0,RUE RICHER,75009.0,179.0,5.0,2.34629,48.874447
2022-1365537,Appartement,605000.0,39.0,RUE DE BUZENVAL,75020.0,58.0,3.0,2.401496,48.851094
2022-1365538,Appartement,345000.0,67.0,RUE JEAN-BAPTISTE PIGALLE,75009.0,30.0,1.0,2.336217,48.881685
2022-1365539,Appartement,191000.0,11.0,PAS RAMEY,75018.0,18.0,1.0,2.346862,48.889963
2022-1365540,Appartement,298558.0,53.0,RUE DES PRAIRIES,75020.0,28.0,1.0,2.401666,48.862897
2022-1365542,Appartement,150000.0,95.0,RUE DU MONT CENIS,75018.0,20.0,1.0,2.344713,48.893752
2022-1365552,Appartement,300000.0,2.0,VLA GAGLIARDINI,75020.0,37.0,2.0,2.403191,48.875724
2022-1365568,Appartement,218000.0,24.0,RUE DE NANTES,75019.0,28.0,2.0,2.38179,48.892233
2022-1365579,Appartement,714000.0,21.0,RUE DES JEUNEURS,75002.0,55.0,2.0,2.345257,48.869127
2022-1365583,Appartement,248000.0,48.0,RUE DE LA GOUTTE D OR,75018.0,32.0,2.0,2.350733,48.885487
2022-1365584,Appartement,300000.0,8.0,RUE STE CROIX BRETONNERIE,75004.0,18.0,1.0,2.357348,48.85782
2022-1365588,Appartement,290000.0,4.0,VLA DANCOURT,75018.0,27.0,1.0,2.34104,48.882971
2022-1365591,Appartement,356795.0,32.0,RUE DES VIGNOLES,75020.0,44.0,2.0,2.399647,48.853267
2022-1365593,Appartement,301750.0,54.0,RUE DE LA JONQUIERE,75017.0,27.0,2.0,2.322575,48.893899
2022-1365596,Appartement,330000.0,23.0,RUE STE CROIX BRETONNERIE,75004.0,24.0,1.0,2.355482,48.858219
2022-1365601,Appartement,800000.0,19.0,PL DAUPHINE,75001.0,56.0,2.0,2.342029,48.856527
2022-1365602,Appartement,405000.0,47.0,RUE DES ARCHIVES,75003.0,22.0,1.0,2.357088,48.860558
2022-1365606,Appartement,166400.0,161.0,QUAI DE VALMY,75010.0,14.0,1.0,2.365873,48.878713
2022-1365615,Appartement,297900.0,14.0,RUE PIERRE SEMARD,75009.0,21.0,1.0,2.347472,48.877848
2022-1365623,Appartement,80000.0,159.0,RUE LA FAYETTE,75010.0,6.0,1.0,2.357806,48.87977
2022-1365625,Appartement,315000.0,176.0,BD DE CHARONNE,75020.0,32.0,1.0,2.393513,48.857697
2022-1365626,Appartement,615000.0,72.0,RUE JEAN JACQUES ROUSSEAU,75001.0,18.0,1.0,2.344652,48.864433
2022-1365627,Appartement,634000.0,83.0,BD DE LA VILLETTE,75010.0,58.0,3.0,2.370506,48.877331
2022-1365631,Appartement,345000.0,12.0,RUE DE LA COSSONNERIE,75001.0,30.0,1.0,2.348498,48.861757
2022-1365632,Appartement,235000.0,108.0,BD DE MENILMONTANT,75020.0,24.0,2.0,2.3852,48.865502
2022-1365633,Appartement,252176.0,1.0,RUE DES PYRAMIDES,75001.0,14.0,1.0,2.332096,48.864313
2022-1365635,Appartement,715000.0,182.0,RUE SAINT MAUR,75010.0,67.0,3.0,2.372749,48.871068
2022-1365636,Maison,1882900.0,58.0,RUE C DE LA ROCHEFOUCAULD,75009.0,110.0,4.0,2.336433,48.880231
2022-1365637,Appartement,859550.0,55.0,RUE REAUMUR,75002.0,70.0,3.0,2.351596,48.866233
2022-1365642,Appartement,115000.0,68.0,RUE NOTRE-DAME DE NAZARETH,75003.0,13.0,1.0,2.356388,48.867992
2022-1365658,Appartement,371150.0,14.0,RUE DES PANOYAUX,75020.0,38.0,2.0,2.385655,48.866219
2022-1365660,Appartement,524100.0,143.0,RUE LA FAYETTE,75010.0,50.0,3.0,2.355994,48.879203
2022-1365665,Appartement,300000.0,33.0,RUE D ALSACE,75010.0,26.0,1.0,2.358227,48.878649
2022-1365676,Appartement,290500.0,13.0,RUE LEON GIRAUD,75019.0,38.0,2.0,2.382425,48.887899
2022-1365680,Appartement,5230814.0,33.0,RUE MARBEUF,75008.0,216.0,4.0,2.304743,48.869511
2022-1365686,Appartement,675000.0,6.0,RUE HIPPOLYTE LEBAS,75009.0,57.0,3.0,2.341115,48.877191
2022-1365691,Appartement,846800.0,53.0,RUE NOTRE-DAME DE NAZARETH,75003.0,62.0,2.0,2.356554,48.867531
2022-1365694,Appartement,285000.0,120.0,RUE LEGENDRE,75017.0,35.0,2.0,2.32189,48.888391
2022-1365705,Appartement,377160.0,36.0,RUE LETORT,75018.0,36.0,3.0,2.343634,48.895639
2022-1365715,Appartement,184100.0,4.0,RUE DES MARONITES,75020.0,23.0,1.0,2.383095,48.867768
2022-1365727,Appartement,437000.0,111.0,AV DE VILLIERS,75017.0,54.0,3.0,2.295949,48.88483
2022-1365731,Appartement,199400.0,101.0,RUE DU FBG DU TEMPLE,75010.0,17.0,1.0,2.373577,48.870982
2022-1365737,Appartement,520000.0,76.0,AV DES CHAMPS ELYSEES,75008.0,37.0,1.0,2.304678,48.871669
2022-1365738,Appartement,410800.0,6.0,RUE VILLEDO,75001.0,29.0,2.0,2.336365,48.866382
2022-1365740,Appartement,184400.0,18.0,RUE DU FBG SAINT DENIS,75010.0,12.0,1.0,2.353712,48.870597
2022-1365743,Appartement,356680.0,25.0,RUE CAMBACERES,75008.0,29.0,2.0,2.317705,48.87344
2022-1365744,Appartement,681500.0,3.0,RUE DES ARQUEBUSIERS,75003.0,43.0,2.0,2.367018,48.858942
2022-1365747,Appartement,450000.0,15.0,RUE MANIN,75019.0,41.0,2.0,2.378061,48.877474
2022-1365755,Appartement,323600.0,222.0,RUE DU FBG SAINT DENIS,75010.0,40.0,2.0,2.359658,48.883515
2022-1365758,Appartement,360000.0,65.0,RUE GRENETA,75002.0,30.0,2.0,2.34759,48.865452
2022-1365759,Appartement,287500.0,9.0,RUE PONCELET,75017.0,31.0,1.0,2.296207,48.879001
2022-1365765,Appartement,178910.0,6.0,IMP BOUTRON,75010.0,15.0,1.0,2.362013,48.877439
2022-1365767,Appartement,370000.0,49.0,AV DE VILLIERS,75017.0,31.0,1.0,2.307189,48.8831
2022-1365768,Appartement,199000.0,68.0,RUE BOTZARIS,75019.0,17.0,1.0,2.386152,48.879218
2022-1365769,Appartement,297840.0,3.0,RUE RENNEQUIN,75017.0,26.0,2.0,2.299122,48.880657
2022-1365773,Appartement,418500.0,21.0,RUE DU FBG DU TEMPLE,75010.0,35.0,2.0,2.366028,48.86886
2022-1365780,Appartement,371910.0,22.0,RUE DU POTEAU,75018.0,38.0,2.0,2.342512,48.893729
2022-1365782,Appartement,486000.0,28.0,RUE RODIER,75009.0,37.0,2.0,2.343079,48.878526
2022-1365785,Appartement,547000.0,36.0,RUE DE ROCHECHOUART,75009.0,46.0,2.0,2.345734,48.878823
2022-1365792,Appartement,317000.0,62.0,BD DE LA CHAPELLE,75018.0,34.0,3.0,2.354901,48.884355
2022-1365794,Appartement,240476.0,12.0,RUE NEUVE LA CHARDONNIERE,75018.0,31.0,3.0,2.348434,48.895139
2022-1365795,Appartement,440000.0,183.0,RUE CHAMPIONNET,75018.0,38.0,2.0,2.333817,48.894243
2022-1365798,Appartement,247650.0,43.0,RUE DU VOLGA,75020.0,22.0,1.0,2.407111,48.852708
2022-1365809,Appartement,400000.0,97.0,RUE VIEILLE DU TEMPLE,75003.0,34.0,3.0,2.361125,48.860313
2022-1365812,Appartement,235000.0,11.0,RUE DE LA CR DES NOUES,75020.0,28.0,1.0,2.402664,48.863589
2022-1365818,Appartement,1324308.0,5.0,CITE MALESHERBES,75009.0,83.0,2.0,2.33986,48.880761
2022-1365826,Appartement,653200.0,189.0,RUE DU FBG ST MARTIN,75010.0,50.0,3.0,2.362876,48.879575
2022-1365829,Appartement,385000.0,32.0,RUE DE MAUBEUGE,75009.0,47.0,3.0,2.343632,48.877423
2022-1365832,Appartement,250000.0,25.0,RUE DE TREVISE,75009.0,20.0,2.0,2.345164,48.874346
2022-1365844,Appartement,310000.0,33.0,RUE DU SURMELIN,75020.0,40.0,2.0,2.404899,48.86908
2022-1365854,Appartement,251900.0,13.0,RUE SAINT-SAUVEUR,75002.0,21.0,1.0,2.349381,48.865775
2022-1365857,Appartement,680000.0,50.0,RUE DU TEMPLE,75004.0,53.0,3.0,2.35529,48.860129
2022-1365865,Appartement,94000.0,2.0,VLA DU PARC,75019.0,9.0,1.0,2.382119,48.876164
2022-1365866,Appartement,415000.0,30.0,RUE DES ARDENNES,75019.0,48.0,2.0,2.385064,48.89049
2022-1365867,Appartement,720000.0,46.0,RUE DE LANCRY,75010.0,54.0,3.0,2.362654,48.871712
2022-1365873,Appartement,618550.0,49.0,RUE VILLIERS ISLE ADAM,75020.0,48.0,3.0,2.395705,48.86734
2022-1365878,Appartement,380000.0,205.0,RUE DU FBG ST MARTIN,75010.0,40.0,3.0,2.363524,48.880239
2022-1365884,Appartement,207000.0,74.0,RUE DUHESME,75018.0,27.0,1.0,2.343654,48.893799
2022-1365888,Appartement,258000.0,6.0,RUE CHARLES-FRANCOIS DUPUIS,75003.0,19.0,1.0,2.363282,48.865119
2022-1365893,Appartement,215000.0,58.0,AV SIMON BOLIVAR,75019.0,23.0,1.0,2.377631,48.876684
2022-1365894,Appartement,255000.0,9.0,RUE LUCIEN SAMPAIX,75010.0,17.0,1.0,2.359747,48.871241
2022-1365895,Appartement,618162.1,8.0,RUE MEISSONIER,75017.0,49.0,2.0,2.304782,48.883397
2022-1365898,Appartement,367000.0,90.0,RUE DES MOINES,75017.0,30.0,2.0,2.322117,48.891429
2022-1365909,Appartement,260000.0,35.0,RUE DE ROCHECHOUART,75009.0,23.0,1.0,2.344591,48.878605
2022-1365911,Appartement,128000.0,200.0,RUE DE BELLEVILLE,75020.0,13.0,1.0,2.394861,48.874883
2022-1365912,Appartement,668800.0,22.0,RUE TROYON,75017.0,53.0,2.0,2.295115,48.876536
2022-1365922,Appartement,427000.0,27.0,RUE DE SAMBRE ET MEUSE,75010.0,41.0,2.0,2.372827,48.874764
2022-1365923,Appartement,450000.0,15.0,RUE DES MARTYRS,75009.0,39.0,2.0,2.339003,48.87793
2022-1365928,Appartement,620000.0,91.0,RUE DU FBG ST MARTIN,75010.0,67.0,3.0,2.357331,48.873301
2022-1365931,Appartement,422870.0,20.0,RUE DES VERTUS,75003.0,40.0,1.0,2.35823,48.864427
2022-1365938,Appartement,373800.0,143.0,RUE DE MENILMONTANT,75020.0,40.0,2.0,2.396827,48.870351
2022-1365942,Appartement,549000.0,1.0,RUE LACAILLE,75017.0,55.0,3.0,2.324555,48.892619
2022-1365944,Appartement,147000.0,21.0,RUE DES PRAIRIES,75020.0,17.0,1.0,2.40331,48.862218
2022-1365948,Appartement,240000.0,36.0,RUE DE ROCHECHOUART,75009.0,19.0,1.0,2.345734,48.878823
2022-1365955,Appartement,320000.0,70.0,RUE DES PRAIRIES,75020.0,35.0,2.0,2.401109,48.863905
2022-1365956,Appartement,435000.0,13.0,RUE CAVE,75018.0,48.0,2.0,2.354675,48.886611
2022-1365957,Appartement,370000.0,6.0,PAS LATHUILLE,75018.0,34.0,2.0,2.327708,48.884569
2022-1365962,Appartement,1720000.0,8.0,RUE PIERRE DUPONT,75010.0,128.0,4.0,2.364991,48.878998
2022-1365971,Appartement,2070000.0,14.0,RUE DE LANCRY,75010.0,181.0,6.0,2.360885,48.86934
2022-1365972,Appartement,125250.0,134.0,AV DE SAINT OUEN,75018.0,12.0,1.0,2.328838,48.896134
2022-1365974,Appartement,325000.0,62.0,RUE DES GRANDS CHAMPS,75020.0,32.0,2.0,2.403749,48.850763
2022-1365975,Appartement,625700.0,14.0,RUE VAUVENARGUES,75018.0,53.0,3.0,2.334039,48.893073
2022-1365980,Appartement,220000.0,6.0,AV MAC MAHON,75017.0,17.0,1.0,2.295164,48.875806
2022-1365985,Appartement,189000.0,15.0,RUE PAUL ALBERT,75018.0,18.0,1.0,2.344813,48.887047
2022-1365989,Appartement,643030.0,73.0,RUE ST LOUIS EN L ILE,75004.0,29.0,1.0,2.354255,48.852467
2022-1365990,Appartement,195000.0,5.0,RUE BEUDANT,75017.0,19.0,1.0,2.319182,48.882341
2022-1365994,Appartement,2175000.0,48.0,RUE DES PETITES ECURIES,75010.0,127.0,5.0,2.349343,48.874249
2022-1366001,Appartement,1488537.0,27.0,RUE QUINCAMPOIX,75004.0,109.0,2.0,2.349955,48.860198
2022-1366004,Appartement,315000.0,80.0,RUE DU FBG POISSONNIERE,75010.0,30.0,2.0,2.348926,48.876602
2022-1366005,Appartement,265000.0,5.0,RUE DE L ARC DE TRIOMPHE,75017.0,15.0,1.0,2.293595,48.876459
2022-1366006,Appartement,297500.0,110.0,RUE DE MEAUX,75019.0,40.0,2.0,2.381493,48.885351
2022-1366011,Appartement,252000.0,176.0,BD DE CHARONNE,75020.0,32.0,1.0,2.393513,48.857697
2022-1366013,Appartement,255000.0,48.0,RUE DE SAINTONGE,75003.0,20.0,1.0,2.364038,48.862903
2022-1366017,Appartement,180000.0,14.0,RUE PIERRE SEMARD,75009.0,22.0,1.0,2.347472,48.877848
2022-1366019,Appartement,325000.0,8.0,BD DE LA MADELEINE,75009.0,24.0,1.0,2.326914,48.870127
2022-1366021,Appartement,300000.0,39.0,RUE DES MONTIBOEUFS,75020.0,32.0,1.0,2.403961,48.866973
2022-1366026,Appartement,715000.0,72.0,BD ORNANO,75018.0,80.0,4.0,2.345837,48.896751
2022-1366029,Appartement,262201.0,11.0,RUE JOUBERT,75009.0,26.0,1.0,2.331591,48.874437
2022-1366030,Appartement,480000.0,19.0,RUE HENRI CHEVREAU,75020.0,55.0,3.0,2.389016,48.869616
2022-1366031,Appartement,780000.0,15.0,RUE TRONCHET,75008.0,62.0,3.0,2.325326,48.871932
2022-1366035,Appartement,130000.0,9.0,RUE FREDERIC BASTIAT,75008.0,10.0,1.0,2.307058,48.872877
2022-1366036,Appartement,300000.0,16.0,PL HENRI BERGSON,75008.0,15.0,1.0,2.320061,48.876385
2022-1366037,Appartement,408000.0,22.0,RUE RENNEQUIN,75017.0,31.0,2.0,2.298704,48.881613
2022-1366042,Appartement,208000.0,1.0,RUE DE TLEMCEN,75020.0,27.0,1.0,2.386337,48.864351
2022-1366043,Appartement,285000.0,20.0,RUE VAUVENARGUES,75018.0,28.0,1.0,2.333727,48.893556
2022-1366046,Appartement,333000.0,176.0,RUE PELLEPORT,75020.0,35.0,2.0,2.398246,48.873912
2022-1366048,Appartement,318850.0,11.0,RUE FOURCROY,75017.0,28.0,2.0,2.296145,48.880513
2022-1366052,Appartement,523300.0,22.0,RUE DE LA PY,75020.0,48.0,3.0,2.405607,48.864853
2022-1366054,Appartement,379000.0,59.0,RUE JEAN-BAPTISTE PIGALLE,75009.0,35.0,1.0,2.335734,48.881139
2022-1366058,Appartement,552000.0,123.0,RUE SAINT ANTOINE,75004.0,51.0,3.0,2.360161,48.854965
2022-1366066,Appartement,450000.0,30.0,RUE DE WASHINGTON,75008.0,42.0,2.0,2.303693,48.873245
2022-1366072,Appartement,164000.0,5.0,RUE CONSTANCE,75018.0,17.0,1.0,2.333316,48.885284
2022-1366076,Appartement,462400.0,1.0,PL EMILE LANDRIN,75020.0,46.0,2.0,2.400249,48.8638
2022-1366077,Appartement,284000.0,5.0,RUE FEUTRIER,75018.0,20.0,2.0,2.346244,48.886108
2022-1366078,Appartement,342200.0,143.0,RUE LA FAYETTE,75010.0,32.0,2.0,2.355994,48.879203
2022-1366080,Appartement,589950.0,21.0,RUE CLAUZEL,75009.0,40.0,1.0,2.337839,48.879097
2022-1366088,Appartement,419000.0,32.0,RUE LUCIEN SAMPAIX,75010.0,36.0,2.0,2.361714,48.872957
2022-1366094,Appartement,155000.0,57.0,RUE BICHAT,75010.0,20.0,1.0,2.365612,48.872974
2022-1366101,Appartement,157500.0,18.0,RUE BARON,75017.0,17.0,1.0,2.323244,48.894892
2022-1366102,Appartement,268000.0,169.0,RUE DE BAGNOLET,75020.0,28.0,2.0,2.407358,48.863759
2022-1366110,Appartement,172000.0,51.0,RUE MONTMARTRE,75002.0,22.0,1.0,2.344426,48.865807
2022-1366111,Appartement,650000.0,62.0,RUE GRENETA,75002.0,55.0,3.0,2.347555,48.865771
2022-1366114,Appartement,188000.0,44.0,RUE SAINT-GEORGES,75009.0,22.0,1.0,2.337363,48.876988
2022-1366123,Appartement,214000.0,194.0,RUE MARCADET,75018.0,19.0,1.0,2.335959,48.891797
2022-1366125,Appartement,405000.0,60.0,BD ROCHECHOUART,75018.0,30.0,2.0,2.344824,48.883353
2022-1366131,Appartement,515520.0,40.0,RUE RAMEY,75018.0,41.0,3.0,2.346191,48.889892
2022-1366133,Appartement,450000.0,112.0,RUE DU MONT CENIS,75018.0,58.0,3.0,2.34669,48.896261
2022-1366140,Appartement,272000.0,6.0,RUE RAVIGNAN,75018.0,26.0,2.0,2.338041,48.885303
2022-1366142,Appartement,644382.6,16.0,RUE SAINT FIACRE,75002.0,55.0,3.0,2.345869,48.87037
2022-1366147,Appartement,642200.0,120.0,RUE DES COURONNES,75020.0,69.0,4.0,2.389334,48.871521
2022-1366148,Appartement,1128110.0,29.0,RUE LACROIX,75017.0,54.0,3.0,2.322743,48.890838
2022-1366150,Appartement,538000.0,2.0,RUE MARIE ET LOUISE,75010.0,52.0,3.0,2.367474,48.871879
2022-1366154,Appartement,135000.0,3.0,BD BESSIERES,75017.0,12.0,1.0,2.328437,48.897325
2022-1366155,Appartement,759250.0,57.0,BD BARBES,75018.0,71.0,4.0,2.349237,48.889534
2022-1366156,Appartement,233700.0,37.0,RUE DE LA VILLETTE,75019.0,20.0,1.0,2.387215,48.876834
2022-1366163,Appartement,545000.0,1.0,RUE SAULNIER,75009.0,50.0,3.0,2.344171,48.874189
2022-1366166,Appartement,1550000.0,9.0,RUE FREDERIC BASTIAT,75008.0,135.0,5.0,2.307058,48.872877
2022-1366167,Appartement,242500.0,22.0,RUE JEAN GOUJON,75008.0,19.0,1.0,2.306396,48.866139
2022-1366171,Appartement,424000.0,20.0,RUE DE L OURCQ,75019.0,42.0,2.0,2.384265,48.888985
2022-1366173,Appartement,267400.0,24.0,RUE D ORSEL,75018.0,17.0,1.0,2.343919,48.884034
2022-1366178,Appartement,326100.0,69.0,RUE MARCADET,75018.0,25.0,1.0,2.347974,48.890089
2022-1366180,Appartement,637500.0,68.0,RUE LEMERCIER,75017.0,54.0,4.0,2.321366,48.888098
2022-1366188,Appartement,100000.0,70.0,RUE DE MENILMONTANT,75020.0,14.0,1.0,2.390129,48.868614
2022-1366189,Appartement,134000.0,13.0,RUE DU DR PAUL BROUSSE,75017.0,12.0,1.0,2.318057,48.895458
2022-1366193,Appartement,551000.0,64.0,RUE ORFILA,75020.0,55.0,2.0,2.398044,48.866682
2022-1366200,Appartement,422000.0,47.0,RUE BOINOD,75018.0,50.0,3.0,2.352232,48.894787
2022-1366212,Appartement,528700.0,8.0,RUE JACQUES LOUVEL TESSIER,75010.0,43.0,2.0,2.369102,48.870775
2022-1366216,Appartement,176500.0,35.0,RUE LA GRANGE AUX BELLES,75010.0,18.0,1.0,2.36692,48.875432
2022-1366220,Appartement,485000.0,43.0,RUE DE LEVIS,75017.0,37.0,2.0,2.314302,48.883022
2022-1366233,Appartement,882000.0,141.0,BD DE SEBASTOPOL,75002.0,74.0,3.0,2.353857,48.86912
2022-1366235,Appartement,120000.0,29.0,RUE DES APENNINS,75017.0,12.0,1.0,2.322026,48.891041
2022-1366238,Appartement,120000.0,9.0,RUE JOUBERT,75009.0,16.0,1.0,2.331744,48.874425
2022-1366241,Appartement,520000.0,3.0,RUE DES FONTAINES DU TEMPLE,75003.0,50.0,2.0,2.359757,48.865488
2022-1366253,Appartement,772500.0,105.0,BD DE MAGENTA,75010.0,65.0,4.0,2.353182,48.8788
2022-1366259,Appartement,100000.0,108.0,RUE MONTMARTRE,75002.0,7.0,1.0,2.344097,48.867552
2022-1366263,Appartement,275000.0,70.0,RUE LAUGIER,75017.0,30.0,2.0,2.292542,48.884211
2022-1366269,Appartement,206298.77,28.0,RUE DU SIMPLON,75018.0,26.0,2.0,2.350211,48.894018
2022-1366280,Appartement,1682693.0,10.0,RUE DE THORIGNY,75003.0,149.0,4.0,2.362809,48.859637
2022-1366283,Appartement,595500.0,34.0,RUE LACROIX,75017.0,42.0,3.0,2.323152,48.890625
2022-1366284,Appartement,100000.0,108.0,RUE MONTMARTRE,75002.0,7.0,1.0,2.344097,48.867552
2022-1366285,Appartement,620400.0,9.0,RUE GEOFFROY L ANGEVIN,75004.0,41.0,3.0,2.353946,48.860523
2022-1366286,Appartement,395650.0,69.0,RUE NOLLET,75017.0,31.0,2.0,2.320216,48.887361
2022-1366308,Appartement,215000.0,21.0,RUE DU TUNNEL,75019.0,21.0,1.0,2.384763,48.878856
2022-1366311,Appartement,294350.0,5.0,PAS MONCEY,75017.0,30.0,2.0,2.325639,48.889841
2022-1366313,Appartement,715100.0,5.0,RUE DE LA MOSELLE,75019.0,77.0,2.0,2.376048,48.88494
2022-1366324,Appartement,506810.0,16.0,RUE CHARLEMAGNE,75004.0,29.0,2.0,2.359936,48.854633
2022-1366325,Appartement,1566000.0,22.0,AV DE L OPERA,75001.0,84.0,4.0,2.334923,48.866197
2022-1366330,Appartement,390000.0,7.0,RUE CHARLES V,75004.0,33.0,2.0,2.362935,48.852594
2022-1366332,Appartement,850000.0,65.0,RUE DE CHABROL,75010.0,88.0,3.0,2.350531,48.876973
2022-1366333,Appartement,585000.0,11.0,RUE CHAPPE,75018.0,43.0,3.0,2.341492,48.884633
2022-1366346,Appartement,157000.0,43.0,RUE DU VOLGA,75020.0,14.0,1.0,2.407111,48.852708
2022-1366350,Appartement,241000.0,8.0,PAS CHOISEUL,75002.0,19.0,1.0,2.335316,48.86733
2022-1366353,Appartement,206400.0,207.0,RUE LA FAYETTE,75010.0,19.0,1.0,2.363693,48.881381
2022-1366356,Appartement,205000.0,33.0,RUE VITRUVE,75020.0,21.0,1.0,2.403529,48.857602
2022-1366359,Appartement,695000.0,12.0,RUE VICTOR LETALLE,75020.0,62.0,4.0,2.385306,48.866727
2022-1366363,Appartement,403750.0,37.0,RUE JULIEN LACROIX,75020.0,39.0,3.0,2.384231,48.869706
2022-1366364,Appartement,287000.0,88.0,BD BARBES,75018.0,25.0,2.0,2.350083,48.890701
2022-1366368,Appartement,1120000.0,20.0,RUE MARIE STUART,75002.0,90.0,2.0,2.347306,48.865275
2022-1366369,Appartement,1200000.0,217.0,RUE SAINT-HONORE,75001.0,66.0,2.0,2.330343,48.865316
2022-1366372,Appartement,138000.0,10.0,RUE HENRI POINCARE,75020.0,18.0,1.0,2.402051,48.870005
2022-1366375,Appartement,407000.0,88.0,RUE DES MARAICHERS,75020.0,37.0,2.0,2.406586,48.854412
2022-1366389,Appartement,325000.0,20.0,RUE DES VERTUS,75003.0,26.0,1.0,2.35823,48.864427
2022-1366390,Appartement,250000.0,46.0,RUE DES ABBESSES,75018.0,23.0,2.0,2.336288,48.88558
2022-1366391,Appartement,370000.0,58.0,RUE DE TURENNE,75003.0,13.0,1.0,2.364737,48.858905
2022-1366398,Appartement,506000.0,19.0,RUE DU TRANSVAAL,75020.0,57.0,2.0,2.387485,48.871882
2022-1366401,Appartement,826000.0,71.0,RUE MARX DORMOY,75018.0,113.0,3.0,2.359337,48.889968
2022-1366412,Appartement,300000.0,49.0,RUE BELGRAND,75020.0,39.0,2.0,2.408254,48.864673
2022-1366415,Appartement,490000.0,13.0,RUE DE MONTENOTTE,75017.0,53.0,2.0,2.294821,48.877015
2022-1366431,Appartement,294100.0,61.0,RUE NOTRE-DAME DE NAZARETH,75003.0,22.0,1.0,2.355829,48.867646
2022-1366433,Appartement,551200.0,23.0,RUE SAINTE MARTHE,75010.0,50.0,3.0,2.372312,48.874358
2022-1366434,Appartement,1570000.0,13.0,RUE MONSIGNY,75002.0,109.0,4.0,2.335396,48.869167
2022-1366442,Appartement,230000.0,11.0,RUE JOUBERT,75009.0,22.0,1.0,2.331591,48.874437
2022-1366444,Appartement,260000.0,167.0,RUE DU TEMPLE,75003.0,30.0,1.0,2.359453,48.864965
2022-1366448,Appartement,472000.0,19.0,BD BEAUMARCHAIS,75004.0,40.0,2.0,2.368284,48.855143
2022-1366458,Appartement,1790000.0,44.0,RUE DE LA JONQUIERE,75017.0,113.0,5.0,2.323736,48.894121
2022-1366467,Appartement,210000.0,18.0,RUE DE LAGNY,75020.0,20.0,1.0,2.400929,48.848616
2022-1366468,Appartement,535000.0,9.0,RUE LABAT,75018.0,55.0,2.0,2.350708,48.889809
2022-1366470,Appartement,160000.0,10.0,BD DE MAGENTA,75010.0,22.0,2.0,2.362597,48.869544
2022-1366475,Appartement,417800.0,5.0,RUE DES BATIGNOLLES,75017.0,40.0,2.0,2.323307,48.88324
2022-1366482,Appartement,255000.0,45.0,RUE RICHER,75009.0,27.0,1.0,2.343379,48.873741
2022-1366485,Appartement,995000.0,83.0,RUE LA FAYETTE,75009.0,140.0,4.0,2.347506,48.877142
2022-1366507,Appartement,685000.0,26.0,RUE PIERRE SEMARD,75009.0,63.0,3.0,2.34818,48.87855
2022-1366511,Appartement,185000.0,121.0,RUE DU FBG DU TEMPLE,75010.0,15.0,1.0,2.374573,48.871773
2022-1366514,Appartement,350000.0,40.0,RUE MARCADET,75018.0,41.0,2.0,2.351352,48.890662
